text,Anger,Fear,Joy,Sadness,Surprise
"though headwind put this piece in road though not good, i held my head down, not except for talking in virtually no oxygen as i wanted.",0,1,0,0,0
they acted confused about our mysterious incident.,0,1,0,0,1
i will never have goodnight u.,0,0,0,1,1
"you see, i go back on my way to heal my boy of their ` ` broken heart ' ' so practically my career am not in exceptionally bad shape then.",0,0,0,1,0
but only to get buried.,0,1,0,1,0
what was those message?,0,1,0,0,1
"anna got in my tub with me at some point and was quickly rubbing me toes or such, but another of my labor was involving my lower back.",0,1,0,1,0
"i take another punch it, wishing my arms were tied behind one back.",1,1,0,0,0
i was sure enough.,0,0,1,0,0
"as much, i feel like for keeping too bad blame in my heart.",0,1,0,1,0
the sounds still garbled.,0,1,0,0,1
": never got it in my leg want that one on my left side yeah, one whole hip, my head, the back of my head, my hand... want more?",0,0,1,0,0
"curtain pulled loose, i shield my eyes for momentarily second, upon adjustment a stop sign washing over my face - - slack - eyed, open - faced awe $",0,0,1,0,1
"there was pain coming up of my mouth, throat and mouth.",0,1,0,1,1
boy are i hot.,0,1,0,1,1
""" i burst in laughing.",0,0,1,0,1
some children spread out and cheered myself up offering help then slapping my back.,0,0,1,0,0
"also told them i felt a bit sick so nobody ever worked a sickbowl on me hand, then six seconds later i was up but a lot of it when sitting down and new white tshirt.",0,1,0,1,1
"several seconds of that was liable to put me flat on my bed, so i took a nice several breaths, having just died following my end of the day.",0,1,0,0,0
"whose throat felt small i is blowing upon hot, spiked coals.",0,1,0,1,0
nevertheless it pulled my jersey off.,0,1,0,0,0
"but look brighter, my foot throbbing.",0,1,0,0,0
"two both kindly ajeoshis and ajummas that i rented the scooter from helped me get myself a ticket to the other ferry, albeit barely before pulling me up from seat to thier table whilst shoving succulant watermelon inside my bowl.",0,0,1,0,1
mine was a success.,1,1,0,1,0
"the feeling gripped my stomach, i could barely describe.",0,1,0,1,0
my mother gets bothered just for that tale.,0,0,0,1,0
"i ' s frozen for a few steps, tears welling to my eyes though i try but suppress this panic.",0,1,0,1,0
"1 first time i found a girl that me am interested on, they always ended each writing some creative way to break that heart.",1,0,0,1,0
"we didn ' r decide what to do : if deeper we worked, the harder the fingers stuck to missing fingers.",0,1,0,0,0
") this event happened after the eclipse, well before our sun was up.",0,0,0,0,1
she used two claws to slice his living area couch to shreds.,1,1,0,1,1
"thursday was a seven hour day, 19 for most people, when i lose a muscle and a back and don ' t move while being in a pain.",0,1,0,1,0
"after i towel me face and brush my teeth, i go out of the kitchen and found that, she sits on the bunk, out of blanket and my pillow.",0,1,0,0,1
later as today i found out that some girl have been talking shit abou of liking him back.,1,1,0,1,1
he was perfectly happy.,0,0,0,0,0
he decided ' tis his last day to worry about my knee out where nowhere - wtf.,1,0,0,0,1
"horrible nightmares also seem overwhelming, so few recognize their surroundings as that bedroom, but they ' re mostly just nightmares.",0,1,0,1,1
we grew through slowly.,0,0,1,0,0
"they occasionally tried to sleep standing up for a little, only been when i nearly gave them whiplash as my head dropped.",0,1,0,0,0
i was attending a summer college festival.,0,0,1,0,0
"prior to, we saw more humongous popsicles but turned my eyes some amazing shade of blue, before she visited this hotel ' s a & b display.",0,0,1,0,0
"in fact back of my life, that was also great.",0,0,0,0,0
a loop was to loop inside his head.,0,1,1,0,0
"i rubbed my face with the box i was collecting, with its ankle just got blood trickle along my face, broke my arm ( again! )",1,1,0,1,1
"he, and i am everything, matched completely.",0,0,1,0,0
they have peppermint flowers.,0,0,1,0,1
our radio system turned on very recently and she used rock music to squeeze my eyes closed.,0,1,1,0,0
my throat was tightened by something else it didn ' t realize when was really on.,0,1,0,0,1
"i met my best female neighbour mrs omegle, she about 3000 kilometres from to me whom we have never discussed.",0,1,1,0,1
"warm, salty tears begin rolling down him face and making his goggles wet.",0,0,0,1,0
nothing but milky grey against tan sand as many as their eyes could identify.,0,0,0,1,0
noah was by the bed.,0,1,0,0,0
"i looked down under one head, and saw what our waves had kicked up some of that trash.",0,0,0,0,0
well i have thought strange idea that you need to avoid being like this and i end looking out on the elevator with another man.,0,1,1,1,1
pain - i always injured their pride somehow.,0,1,0,1,0
"i became still, though cade was late when it landed lightly on my arm.",0,0,0,0,0
"i picked up on it getting sang my heart beat, and he signed off to sing my song with becca ( alas we talked out of time ), and though i don ' t know any dance moves, i got a bit of a rythm, so everything was all yours!",0,0,1,0,0
"worried about it, we went back up the steps for go home, when we remembered a huge explosion and did a blinding spotlight flash up by and the houses stood.",0,1,1,0,1
"you all fall onto it as the witch house, prior to a day i have no proof what made it.",0,1,0,0,1
i arrived there about 7 : 02 a. m. and started losing herself to legs and head grocery shopping.,0,0,1,0,0
she shows emotion unexpectedly.,1,1,0,1,1
"i swing the foot back, then pretend to apply some good, firm push to his underside of the boot.",1,0,0,0,0
my hand felt painful...... enough time only got bought this lot too new cloths... my head also... shoe is a lunar terrain.,0,1,0,1,0
posted by jonathan at 4 : 30 exactly another year virus at the end of lunch on tuesday yesterday felt your heart start racing.,0,1,0,0,0
dad spread a delicious sandwich on each ugly bagel and one of my pages got stuck in between my eyes.,0,1,0,0,0
"strange, cause usually o ' m the first one gonna wonder about the cold, but anyway... then came frangelica at home with every bit some vanilla so i might drink it without opening my mouth and a dah of sugar.",0,0,1,0,0
"according direction, he had threaten on burn my own place down, and miraculously had failed.",1,1,0,1,1
"my left arm essentially messed up, luckily it didn ' ll stop hurting.",0,1,0,0,1
threw its money away in their kitchen trash.,0,1,0,0,1
"turned out her poor man was basically 90 % bone, 5 % muscle, 50 % brain.",0,0,1,0,1
the ledge of the table glided across my scalp.,0,1,0,1,0
i couldnt move without tripping into it.,1,1,0,0,0
"the park is a clear field, the possible way out is at every end of two small fence with standing rock, otherwise he ' s locked off.",0,1,0,0,0
"they added the majority to their score for god, but i tore my heart out this is why i have no voice right now.",0,0,1,0,0
"the blood burned i eyes as it streaming down both my cheeks, and i felt the bloody skin.",0,1,0,0,1
this time right before sunset when we got home early and i nearly fell asleep.,0,0,1,0,0
"not a completely awful sight, yet never worst.",0,0,1,1,0
"early august 1st morning, newspaper under my pillow, christian approached the counter of my cookie machine and entered after two medium coffees, black, three - quarters full glasses.",0,0,0,0,0
"then added katahdin, then celebrated.",1,0,1,0,0
""" a woman not going to get my advantage.",0,1,0,1,1
"for the last time, i hold their eyes.",0,0,0,0,1
"although we had finished dressing, some of us was shopping ( actually wandering through the shops ) because a number of times, i was told between crouch down with my knees spread or cross over and had my jumper loose.",0,1,0,0,0
""" have commenced this talk "".",1,1,0,1,1
come to believe i never loved him back.,1,0,0,0,0
"stretching until bare toes held caught by the chains and my fingertips brushed the bars, ii lifted my eyelids.",0,0,1,0,0
i have to lie deep in pain to long dwell on the familiar streets in my head.,0,1,0,1,0
"but i ' s awake, the knot is gone but i muscles are strengthening and i still need to make a conscious decision every relax or the morning comes in a little.",0,1,0,0,0
"i stopped, my foot already in first turn onto the street that cut down to a lovely valley.",0,0,1,0,0
"i deserved this man the less than the woman, but i didn ' f put i finger across it.",0,1,0,0,0
i quietly declined and went home.,0,0,0,0,0
"so me sitting across from this guy by my girl, i say hi to the girl to i smile to the guy and we just stare at each other with at least 30 years to a day.",0,1,0,0,1
the terror inside a soul was removed ; ).,0,0,1,0,0
he makes enough feel uncomfortable things where my hands are on a knee before i drop down.,1,1,0,0,0
"i want to tell him, but i ' m embarrassed and could be lectured to have these hands chop off.",1,1,0,0,0
he started smoking immediately.,0,0,0,0,0
"none of us had... when then, still later my image still warped, warped immensely.",0,0,0,0,0
he ' l hit it.,0,0,1,0,0
what did we learn?,0,1,0,0,1
i realized i was now down onto some last 20 pound note plus some others ( which i curiously failed to figure out ) so i began to keep my mind open for my analysis.,0,1,0,0,0
and making both cheeks burn even redder.,0,0,0,0,0
then whichever hand who did said black figure opened of it ' s own accord unexpectedly shot out a red stream of fire.,0,0,0,0,1
"obviously there was my audience, but everything they did find are completely surprising.",0,0,0,0,1
"since daddy ' s have had to sit alongside her to drive me home, that woulda been about it.",1,1,0,0,0
"now even sunshine went out and warm against your right cheek of both face, just such it was after father had my hair done.",0,0,1,0,0
and am fucking ballistic.,1,1,0,0,0
"however, i am sick about her stomach when i think also the sensation that i have been here without my brother even so long.",0,1,0,0,0
we hesitantly said goodbye but only continued home.,0,0,0,1,0
"i think, but a week the so before i have his nala back safely in my arms.",0,0,1,0,0
"have i now made my third "" unauthorized visit ""?",0,1,1,0,1
"my destiny came to perform a "" magic job "" that to this day never can ' t imagine.",0,0,1,0,1
"' same problem, ' i added.",0,0,1,0,0
it seemed mutually present.,0,0,1,0,0
"then keep looking forward again, and it seems each time i do, or find familiar words, that have been long lost objects, spread over the few wishes of her heart.",0,0,1,0,0
"only 5 hour of flying, but 9 hours on my watch.",0,1,0,0,0
then she convinces him it may be due to our new birth care pills she started soon before i returned.,0,1,0,1,1
telling what i ' ve dammit to hell.,1,1,0,1,0
ashe figured it must having been a bad time to have his nap so then fell asleep.,0,0,1,0,0
he could not follow it!,1,1,0,0,1
"it did help because i didn ' didn have one think about switching the box her ipod was in ( yes, i carry it, my armband here ) that metal was much easier to pump my arms without the headphone used to get back up in.",0,0,1,0,0
barbell appeared 6 x 1 by 185 # a moon absolutely tore up her back.,0,0,0,1,0
that would mark her first great revelation.,0,0,1,0,1
"one day, every of the platoon leaders was missing.",0,1,0,1,1
"that afternoon i rushed into my room ( again stopping on the light tap ) and knocked over a laundry basket, then collapsed on my face.",0,1,0,1,1
"as was several centuries later that i saw this michael had not narrowly avoided being molested, murdered, or worse.",0,1,0,1,1
"i lived by one night, yet while heart was racing i died off the drowsiness or started tracing for people i just dreamt about moments after.",0,1,0,0,0
unfortunately this vision did not until the same time ours appeared.,0,0,0,1,1
"tl : while the love of my life tried to kill kellan, matt shot kellan himself.",1,1,0,1,1
all felt like wtf.,1,0,0,0,1
our brain still should resist trying even shift the kempo workout start last night over which is not conducive to sleep.,0,1,0,0,0
so certainly has the right name... view at the glaciers in the distance. me being silly... so even has a nice morning before going off work and saw the world - at least that hotel world - crash onto my steps...,0,1,0,1,0
"' by blood, that small intense knot of red swelling like his stomach.",1,0,0,0,0
"a quick while ago, i slept over to one o my uncle rogers ' places.",0,0,1,0,0
""" perhaps i ' ll argue the whole time.",0,0,1,0,1
"not have my headache, just want my sleep this weekend, and the worst part when i look in that mirror my lips is set to like four sizes my size.",0,1,0,1,0
"at about 4 he began running with a pole and one hand in the mouth, it dove but it went straight through the top of your mouth.",0,1,0,0,1
"this will get lost i rarely, if ever believes me.",1,1,0,1,0
should it add a p - zilla package?,0,0,1,0,1
"eight hours, but they are making no money.",0,1,0,1,0
they seemed a large pencil mark on each chin for a couple of weeks.,0,0,0,1,0
"what came through of my heart was : "" two white were supreme.",1,1,0,1,1
i closed my eyes and heard him hit my floor.,0,1,0,0,1
"i think i could ' ve laughed a head around last night, except that still had to keep my mouth beneath control before i could scream some louder, haha.",0,0,1,0,0
i knock a couple times and dance with its calves and quads.,0,0,0,0,0
"` ` jinki, here were only ones living with one hand back at night broadcast.",0,0,0,0,0
"my back burns, my ears are out of fluid, i have been hurt pretty bad overnight since my folks were here this weekend, so i be excited because i got new towels. i am an awesome kid, regardless of how years i have existed.",0,1,1,1,0
awkward lunch together... sometimes i think my mouth just desperately has closure upon love.,0,1,0,1,0
"just the process of going to get up to talk in front of three people makes i heart want to pound through of my chest, however i manage to hide over my shyness.",0,1,0,0,0
"we ' ll probably get buried, for where the heck?",0,0,0,0,1
"without a first time until i collapsed, i was able even let on how all felt awake and what sounded like shrieking commenced to come out across my body.",0,1,0,1,0
my horror unfurls once it whispers that name $ it takes free and starts to gaze ; terror rips through my abdomen before it cries out.,0,1,0,0,0
thankfully i cannot go through in it.,0,1,1,0,0
my own boyfriend hasn been texting mine any single day for a month running.,1,1,0,1,1
her memories presently held terror sweats.,0,1,0,0,0
"we went downstairs for pizza, everything completely grand - - normal conversation, no awkwardness - - until a voice approaching hers stopped throughout and started chatting, and then congratulated her for her newest boyfriend, jordan.",0,1,1,1,1
we ' ve also engaged.,0,1,0,0,1
"and sometimes an attachment to your side makes others forget that one better get moving too! two pass and no use, for waites does my spine tremble, and thyme makes a good spice.",0,1,0,0,0
when it ' s right for my nose you immediately ' ll tell which ' s what.,0,1,0,0,0
put the smile to its face again.,0,0,1,0,0
my heart feels non - happy.,0,0,0,0,0
"rachel caught the door of some moving bus, jumped out, and landed over countless feet.",0,1,1,0,1
it ' s your dream.,0,0,0,0,1
"she was brazilian, or maybe, maybe far more.",0,1,0,0,1
i check down as my ipad.,0,0,0,0,0
"i showed the bouncer my face, its natural reaction to keeping my exclusiveness intact since the tiny club ' of capacity was at absolute limit to 87 : if here were licensed, you where given in - and - out privilege.",0,0,0,0,0
he never became found.,1,1,0,1,0
"and nothing, but it still struck that deep.",0,1,0,1,1
"alexander stretched out both arms for support, so bounced more vigorously.",0,0,1,0,0
"needless to note, none are us are.",0,1,0,1,0
i highly certainly had one.,0,0,0,0,0
we probably murder suspects.,0,1,0,0,0
and have many memories of him coming across at me and consider this a pig ' s nose while there wrinkled my nose against disgust.,0,0,0,0,0
"both for this time, i have my heart with me, did indulge myself from the after all all seen sarah blogging in her head ; i can feel that she gets feeling.",0,0,1,0,0
"for a month being solitary in t. v. trays, i was done on the ground, sitting with their legs free, though had many complaints about it.",0,0,1,0,0
"now i had some chores but mostly took it slowly ; my breath took longer hurt, anyway.",0,0,1,0,0
"i turn around, hoping the back hid part of my body than look down at the paper in front and himself, a hand only inches back from those that try to explain the directions a little clearer to him.",0,0,0,0,0
"michael is gay, one of their freshman classmates tried a manipulate him by putting poisoned alcohol in your room.",1,1,0,1,1
"i asked if anyone else just saw our movie right before queue our best friend says "" that and before flying away from the entertainment center?",0,1,0,0,1
he added that he is disgruntled by this lack of new waves.,1,0,0,0,0
finally something caught my attention.,0,0,0,0,1
"anyway, another year later?",0,1,0,0,1
3rd i still don ' n believe... knowledge of the main character either..,0,1,0,0,0
talked much i lot online and we hope to meet.,0,1,1,0,0
i can ' bout bend... twist an wrist... no matter anything over 10 pounds.,0,1,0,1,0
they turn to call people now!,0,1,0,0,1
perhaps we went with your island while i were having my nails done.,0,0,1,0,0
your cold rain feels so good on your skin.,0,0,1,0,0
or luck to maybe get a perfectly sane ride.,0,1,1,0,0
"my tongue goes dry, i start like i ' m not breathing, by heart is beating horribly hard, and then my legs start spasming ( shaking just for ' form seem how be for right word ).",0,1,0,0,0
"and my papers lay just at a heel of my hand, empty behind me and leaving me speechless.",0,1,0,1,0
my skin went numb another 10 moments.,0,1,0,0,0
day ' is two sundays and we come up at what seem like a small house party.,0,1,1,0,1
"so definitely splashed you... @ my heart, lmfao.",1,0,0,0,0
i will not read an abridged excerpt of this second chapter : chapter 15 i paused and rubbed my eyes.,0,0,0,0,0
"many ' ve spent years of time in just desert, avoiding some forest, hiking, hiking.",0,0,1,0,0
"` ` yes, ' ' ethan answers, the slightest smile of uncertainty showing on my face.",0,0,0,0,0
"then, after every festival miles and yards from home, we hear someone called out to a child walking by "" touchdown!",0,0,1,0,1
i shall never have this night.,0,1,0,1,1
actually feel pretty disgusted.,1,1,0,0,0
i liked watching all my mornings sitting home and hooping silently listening to pop artists we laughing at just inside my head.,0,0,1,0,0
i blinked a few time or argued with myself to deny what i were expecting.,0,1,0,1,1
naturally nobody stepped out.,0,1,0,0,1
josh and i watched to see how long had held for alex to notice the ring on my heart.,0,0,1,0,1
ugh i try for truth 1 ' m small do without eyebrows.,0,0,1,0,0
"a sweat bubbled at one inside of my nose, and then slowly soaked my forehead.",0,0,0,1,0
when we get out you shape feels lost.,0,1,0,0,1
but my fingers stopped starting to fall numb like usual.,0,1,0,0,0
"i was angry at how she made myself feel, i was sorry... my eyes were all sky became bloodshot because i woke her, i was acting like i woke a cold shower.",1,0,0,0,0
another front end hit also smashed in.,0,1,0,1,1
this can never lift other arms above my head.,0,0,1,0,0
i was so eager to excited for leave was the point i had blown out the stomach.,0,0,1,0,0
"one week of turning in the paper, i got good info about the professor saying she plagiarized whole whole thing off site.",1,1,0,1,1
"not many men from my family have seen them in actual reflection, maybe in the same person, under the single description.",0,1,0,0,1
all plus him on top and my head.,0,1,0,0,0
a quick way to get these items out that chest.,0,0,1,0,0
i may not sleep.,0,1,0,1,0
"went on my lonesome, but for all the fun, it was got it, basically went on wednesday school and almost only hurts with feel down / raise my arms / move, but especially my triceps.",0,0,0,1,0
then proceeded one yell and run past her entering the female restroom.,0,1,0,0,1
"its arm aches, my stomach eyes ' re too happy, its whole face hurts.",0,1,0,1,0
"i slowly wrote down from a list of software "" these are fascinating.",0,0,1,0,0
sometimes i got in and tried him harder.,0,1,0,0,0
greg was admiring the blood on their forearm.,0,0,0,0,0
you think those four beers i threw down at 6 went down to my head.,0,0,1,0,0
"i suck on two more neosporin until he could possibly need, by then get thirty bandaids layered beneath it, because it ' s at just outside of the first joint of new thumb.",0,1,0,0,0
it felt so fine that he actually looked up.,0,1,0,0,1
with one voice that stuck his most?,0,0,0,0,1
"unsuccessful, failed, and abandoned.",0,1,0,1,0
just doing things this stupid on another kid.,0,0,0,1,0
yet instantly my words are sealed.,0,0,0,0,0
my death even from throwing me fits.,0,1,0,1,0
"later, the parents find the child jane just kneeling on the altar.",1,1,0,1,1
"one day, been together 6 hours.",0,0,1,0,0
"1 trouble seeps into your head and another mistake, i ' m caught.",0,1,0,1,0
i just sat there looking under washed tears and grass off our face.,0,1,0,1,0
it was sweet but when i closed up god touched me like some tears in those eyes.,0,0,0,1,0
no surprises were there.,0,0,1,0,0
"not moving, simply listening.",0,1,0,0,0
somehow this was even more precious like its heart.,0,0,1,0,0
"my g - mail answers are one click away, mine having an "" l "" in your middle as... middle please.",0,0,1,0,1
the moscow oblast incident.,0,1,0,0,1
"he cried, killing time.",0,0,0,1,0
underneath it everything stopped.,0,1,0,0,1
this immediately scared them because usually my instincts start gonna rush before a race.,0,1,0,0,0
"while my friend steve called for for shelter and as sarah was much older, we fell again thinking and could break free quickly put my hands on the curb.",0,1,0,1,0
cried my heart out loud because our guy that was pinning for got stumbled onto another girl.,0,0,0,1,0
as the last tuesday afternoon came his coffee was gone.,0,1,0,1,0
"like i had triple a, i focused on its thumb.",0,0,0,0,0
"jessica and i carried the washer up with no problems but as she placed it gently in the bed, her sister peeked out.",0,1,0,1,0
"i recall experimenting with even enough of those vivid red, platinum orange, midnight black colors, just not done in brown, purple, blue, black.",0,0,0,0,0
hoping this afternoon i went in would get a radiation treatment and would stop crying from the cut on my leg.,0,1,0,1,0
"then, all this flew apart.",1,1,0,0,1
: ) or here ' re the word behind the pics : how my face looked like after her duct fire incident.,0,0,1,0,0
she was growing on her ego.,0,0,0,0,1
"on their second try, it hit home.",0,1,0,0,1
"its ' fe so far going over his head now, but somethings just can ' know are said.",0,1,0,1,0
so i ' n all on heart for air travel.,0,0,1,0,0
i filed another will.,1,0,0,0,0
"tears ran over my cheeks, and actually let myself rest upon the couch.",0,1,0,1,0
"it arrived after we came still see my forehead was slightly open, and on the other side was from what there could feel a white eye.",0,1,0,0,1
"the weather up there are rarely calm, more look into wash my pants, the water are hot!!!",0,1,0,0,0
"his teeth have long, very prominent.",0,0,0,0,1
"even cocked my head onto the side... mumbled, ` ` i know you love.",0,0,1,0,0
"all should know, since your need must get my mind on clear before the tears begin they slowly pool out the corner of my vision once again.",0,1,0,1,0
on march 25 that me broke the first bones i broke my hand and 1 thing so far but after i broke teeth i still went and played with my friends i never knew i had things so i plsyed air soft and rode a motor bike it was fun then my arm was cureios so we went to the hospital office and i got a thing or a half cast i broke my right hand so i cant write very well and its weird havin a splint thing.,0,1,1,1,0
or explain how our teacher of the 4 - year - seniors that formerly taught at church asked why i kept wearing a belt around his waist.,0,0,0,0,1
cheat and actually chop on hand... can you... * mentioning the nickname while stamping axe on my back * reading : eh!,0,0,1,0,1
"why was he angry about me? and now, probably 24 hours later, is feel each tingling in my neck, the tugging sensation upon my injured shoulder.",1,1,0,0,0
trying not shove your gel on my head.,0,0,0,0,0
"one day, the ask out beyond its cell number.",0,1,1,0,0
"if something gone wrong, why must we, its life, nobody is lost.",0,0,1,0,0
i could have this all.,0,0,1,0,1
three idle thumbs.,0,0,0,0,0
every pair felt like they were being reminded telepathically that someone was a coming ahead.,0,1,0,0,1
initial treatment for my original attack consisted up some chiropractic check of my hip and pressure onto certain nerves ( which was painful but better afterwards ) and then a marvellous experience the hour of lying still with aromatic herbs pressed into my lower back from an assortment new needles fixed at strategic points.,0,0,1,0,0
i never saw any poor kid for almost remainder of that time there.,0,0,0,1,0
my eyes felt and my lips were chalky ; halloween is a welcomed sign.,0,1,0,0,0
not terrifying but interesting.,0,1,0,0,1
"to get em all off, his back started as sieze up, possibly due to peculiar habits for current situation about the hospital.",0,1,0,1,0
in college still help a lot of foreign students at college.,0,0,1,0,0
my eyes sound confused.,0,1,0,1,1
he caught this co - worker stealing his temporary migraine medicine.,1,1,0,0,1
"anyway, she to her best just contain the noise and quickly passed, fell asleep despite everything so freaked up.",0,1,0,0,0
my stomach hurt like she had my tiger in it.,0,1,0,1,0
my world been taking a heavy turn and the sun was searing my whole frame.,0,1,0,1,0
about the time we landed to colorado ( and for ever subsequent 3 weeks ) that represented another only song i had in my repertoire.,0,0,0,0,0
"it did as much time as you could on those feet for closing gate, but saw myself wait for seconds before answering.",0,1,0,0,0
"when sort of decade later ( and centuries ago ), grandma was faced with a sudden, serious illness and is given a short leave left to live.",0,1,0,1,0
my legs hit the floor and i ran out and bought more tickets because the closest arena is philidelphia pa. ( the only la - ny / ca show ) chris and 3 friends pile into a car and leave at 9 am the day of the show with a projected 8 hour drive.,0,0,1,0,1
"confused, but very awake, the brain spiraling around sad thought when thinks by thought.",0,1,0,1,0
"and my ears are ringing because i weren ' t blow my horn, and i woke up unexpectedly with that most incredible fright unless everything ' s too late.",0,1,0,1,0
which means i have a decade more our time on their hands.,0,0,1,0,0
"her whole body finds painful everywhere, especially both arms.",0,1,0,1,0
checked my heart every million times and now realized that sometimes it really could hurt...,0,0,0,1,0
it sped up their heartbeat.,0,0,1,0,0
i wished it were a dream.,0,1,0,0,1
h am the batman that day.,0,0,1,0,0
"mine came too lift by body now somehow it felt so hard $ my head spun, my eyes were screaming to close... rebuild.",0,1,0,1,0
so instead put my fists up that started to back away.,0,0,0,0,0
i ' m going to write back that me fingers stopped tapping before doing this all.,0,1,0,0,0
three kids died since november.,0,1,0,1,0
"they never shut up, however they may apologize ( and immediately risk walking away ) after i cringe or cover my ears, credits are good.",1,1,0,0,0
"mostly moving appliances yesterday at three, and this morning after i tensed enough practically kick his back, i ' m a bit tired. now paka has people staring at me wide - eyed and continuing her whining - style looks.",0,0,0,1,0
the couple broke up the few times after mark moved in after that tension raged insane.,1,1,0,1,1
"there was the tiniest movement in me head in another moment, as i looked up toward her.",0,1,0,0,0
"i fight it over and again with my head, slice for piece.",0,1,0,1,0
scouts are like farts.,0,0,1,0,1
"being selfish and ignorant puts that sound completely uncalled for when sometimes just helps me feel. plus more, there are a couple people things get under my skin a week.",1,0,0,1,0
me : i want to be about * my * girl!,0,0,1,0,0
"suddenly a sensible thought in my step, robin got free of the vehicle.",0,1,0,0,0
she must have been only five years present after this happened.,0,0,0,0,0
"needless to think, they cannot waiting that day.",0,1,0,0,1
neither were at dinner between ten friends at a very exclusive italian restaurant.,0,0,1,0,0
my computer screen is really bright and it seems at hand.,0,1,0,0,0
"i squeeze my eyes shut to still the replaying any people this ' l just watched, tighten my mouth, and point my finger which like always do when i want to be.",0,1,0,0,0
""" the wolf told all that is wanted and she sighed, "" well, i might just well tell hank your story.",0,0,0,0,1
my jaw dropped and suddenly whatever smile of horror on my face doubled over.,0,1,0,0,1
father joseph stayed two days reading and still didn ' t hit any climax of this story.,1,1,0,0,1
"well, there still plenty of room... anyhoo, our silence was only a problem and only rolled our head but once and ended being on his shoulder instead.",0,0,0,0,1
i as kind as scared of them. so my new knife husband came up with me first night which had pulled all the knives i could lay his hands in.,0,1,0,0,0
only made worse of a betrayal because of the embarrassment.,0,1,0,1,0
none of us indeed mentioned that incident himself.,0,1,0,1,1
"isis found mine as i changed her life, it changed my heart.",0,0,1,0,0
"2 stopped moving, reaching down with my palm out, and made the child crawl up on my foot and kiss my knee.",0,0,1,0,0
"after cutting their head, they headed to the back yard, where there are no rocks, on the off chance where something truly weird had been a bear just plop down on my arm.",0,1,0,0,1
may get the feeling sometimes this day.,0,1,0,1,0
it looked weird to play the average,0,1,0,0,1
once left weed alone i had a tendency to become rebellious.,0,0,1,0,0
for dessert with coffee we went to another destination down the street.,0,0,1,0,0
""" jeff what is that?",0,1,0,0,1
why have you do?,1,1,0,0,1
"when they are behind me in either scream, or my mind goes blank i immediately take whatever sailed into her skull ( no... seriously, it ' s kind about overwhelming.",0,1,0,1,0
mummy ' s so sorry.,0,0,0,1,0
"i wrote down the bit about two of my secondary school memories takes part in a writing course about memory using a tool, and we ' ve been dying just share it as i think it ' t quite funny.",0,0,1,0,0
it seemed solid ; about two feet hiding space with sights and bulbs coming bits of everywhere in every direction.,0,1,0,0,1
"we all went back into the ship, but mats noticed me go to the local church to tend of her heart ( where ' s an angel! )",0,1,0,0,0
"from my bed you can walk out that door, that i leave open ( thanks to other voices in my head ), and directly at my little basement bedroom. i am reading a book and i by glance out the door and i notice my little brother leave my room and walk into the bathroom.",0,0,0,0,0
"i used to play halo semi professionally, i know a ton of games around xbox live and have met so great amount from them in my participating tournaments but a handful others still haven ' t.",0,0,1,0,0
i roomed out my own mid whole rest of winter term.,0,0,0,1,0
"and i said, ` ` hey just a second, one say the songs finally sounds familiar... ` ` after months of clearing their brain, finally found said title in note itself.",0,0,1,0,1
""" we "" silently opens them.",1,1,0,0,0
"however, the boy was constantly hit in the head.",0,1,0,1,0
things just felt wrong.,1,1,0,1,0
what demon guides us?,0,0,0,0,1
dad was walking around cursing every day of my office.,1,1,0,1,0
guys are trying to talk in me panties.,1,1,0,0,0
strange that happened to him was long term.,0,1,0,0,1
"it irritated my ears and gave me a headache, plus i left say loud so be my rule - maker.",1,0,0,0,0
"in that second, i began what went through some brain.",0,1,0,0,1
we still have a dry stare on my tongue.,0,0,0,0,0
whenever she woke him the next morning joyah decided to figure out why the hell hadn changed.,0,1,0,0,1
christian hit off immediately then became frustrated.,0,0,1,0,0
whereas dad was only trucker for some of my time.,0,0,0,0,0
grant you i still don ' t allow full sight of my legs and they tend to use my left arm for certain things but it does wonderful an take along.,0,0,1,0,0
i made all worse.,1,1,0,1,0
he kept our second name ever - so - promptly and was shortly remarried.,0,0,0,0,1
i start slipping away.,0,0,1,0,0
his knee ' s now the only weight still keeping things up to date.,0,1,0,1,0
my nose felt all stuffed up and now.,0,1,0,1,0
well this time he actually fell asleep ( foot kicks in brake pedal ) and actually tried actually steering the truck for 80 000 mini miles.,0,1,0,0,1
7 ) went to bed with a woman within this unknown relationship.,0,1,1,0,0
but see that my 17 year old son ' s room seems empty.,0,1,0,0,1
"an interlude in i got here his eyes swelled further and became so itchy, all athsma... ridiculous ( anything that i do nt even after medications!",0,1,0,1,0
walking around town in the middle in one night on very little sleep will make that be a bit surreal.,0,1,0,0,1
it was cooking those potatoes that were too close to the hot ring at a kitchen level and fried its knuckle over the process.,1,1,0,0,0
which could easily wipe the smile off my cheeks.,0,0,1,0,0
"we stayed in a really lovely hospital - i find two sinks in my bathrooms like white dressing rooms with jackets, and hotel which sells dressing gowns is a good day open my eyes.",0,0,1,0,0
"his grandparents used to teach at farm... until they retired, so the language stays in the family.",0,0,1,0,0
"i ' ve still somewhat woozy, it ' n hard to explain because my subconscious is all playing with me.",0,1,0,0,0
the agreed it was rather delicious and offered to then feed me.,0,0,1,0,0
one heart arrested forever ; i got shocked four months.,0,1,0,0,1
"each shoulder ached because moved you right, and i felt like tightness of the neck.",0,1,0,0,0
